population_key,p_male,p_female,p_rural,p_growth_urban,p_growth_rural,p_0004_male,p_0004_female,p_0509_male,p_0509_female,p_1014_male,p_1014_female,p_1519_male,p_1519_female,p_2024_male,p_2024_female,p_2529_male,p_2529_female,p_3034_male,p_3034_female,p_3539_male,p_3539_female,p_4044_male,p_4044_female,p_4549_male,p_4549_female,p_5054_male,p_5054_female,p_5559_male,p_5559_female,p_6064_male,p_6064_female,p_6569_male,p_6569_female,p_7074_male,p_7074_female,p_7579_male,p_7579_female,p_80UP_male,p_80UP_female
1,49.57495595,50.42504405,80.122,1.040618588,0.557844254,5.512859974,5.127447543,5.976076928,5.594033715,6.782909275,6.368606837,7.004634051,6.501630909,7.091843915,6.707064469,6.850483436,6.565211175,6.880830662,6.65746175,7.44190629,7.172035239,8.660906526,8.375238742,8.186952963,8.044253887,7.17289528,7.16890925,6.205860433,6.233030182,4.714174155,4.794588328,3.620745838,3.834983808,3.069880023,3.421114012,2.368457097,2.990541449,2.458583154,4.443848705
2,49.58490941,50.41509059,80.213,1.123846755,0.551491249,5.535837709,5.146738009,5.810813181,5.431377528,6.643568058,6.243341763,7.020387904,6.522348357,7.136296235,6.741221644,6.891853622,6.629727519,6.831110218,6.620857491,7.209690383,6.961881129,8.450789692,8.167260085,8.265317766,8.099506479,7.270904858,7.263449905,6.331625886,6.378214966,4.898719982,4.98554734,3.680461432,3.889662942,3.05257918,3.390630872,2.393606224,2.971739967,2.576437671,4.556494004
3,49.59554423,50.40445577,80.396,1.199018842,0.041978149,5.582576807,5.195249138,5.677346607,5.297167446,6.459286243,6.0691307,7.016210363,6.534007591,7.167818777,6.749821129,6.955330654,6.709564693,6.79856066,6.608772987,7.044749065,6.817405191,8.147931262,7.875085519,8.344830555,8.154603271,7.376706651,7.355963049,6.419873321,6.484376864,5.105727597,5.203285966,3.771504978,3.972699365,3.031151883,3.363472845,2.417958577,2.958486589,2.682435999,4.650907656
4,49.60517899,50.39482101,80.578,1.309029905,0.150191984,5.638048049,5.256224494,5.582972203,5.198464112,6.249929326,5.867000055,6.973637307,6.515119869,7.190215753,6.743369803,7.034844785,6.791606626,6.779456855,6.62078375,6.939375148,6.729620165,7.794641111,7.538979776,8.400088407,8.188075755,7.485489528,7.443523959,6.487170285,6.564880462,5.317243946,5.429166362,3.891978053,4.084862524,3.018988408,3.348828361,2.436501474,2.945053294,2.779419363,4.734440633
5,49.61158911,50.38841089,80.758,1.364893948,0.210657043,5.685148339,5.309201535,5.524390704,5.133350035,6.043535012,5.666173845,6.879828321,6.445390882,7.205435106,6.733256411,7.117261508,6.861472396,6.778764964,6.656739661,6.868473626,6.676429007,7.461277115,7.225307749,8.389405478,8.162345361,7.591572391,7.523976542,6.559465841,6.642243174,5.509511931,5.637269085,4.03852043,4.226493344,3.032856402,3.358715417,2.447148852,2.929842885,2.867403979,4.811792671
6,49.61351565,50.38648435,80.937,1.333268714,0.177253215,5.710553443,5.340293639,5.49078351,5.093167067,5.86257972,5.488604454,6.737273849,6.321837143,7.206686559,6.718814713,7.192060021,6.911889613,6.804067193,6.713328178,6.811581149,6.642950575,7.195837658,6.978692831,8.288542758,8.054652402,7.691363283,7.596828922,6.651539198,6.729433251,5.669778574,5.812065937,4.206853247,4.395203048,3.081689983,3.400042009,2.453167926,2.916180734,2.945641929,4.886015484
7,49.61026262,50.38973738,81.096,1.174952642,0.141129968,5.761067749,5.408416019,5.451986307,5.058195756,5.773901156,5.385818013,6.679050312,6.273052638,7.11355949,6.682913712,7.209089297,6.931888241,6.842073687,6.751615559,6.738116667,6.60570242,6.962675035,6.763595433,8.075148792,7.843467579,7.808209249,7.67226168,6.755163681,6.811141455,5.817898909,5.943758371,4.380971634,4.574381227,3.147598892,3.460706876,2.437950563,2.884690411,3.045538579,4.948394611
8,49.60290826,50.39709174,81.137,1.136362333,0.868694356,5.743126089,5.397732051,5.449037697,5.065175019,5.672679498,5.274587822,6.594962356,6.183467571,7.074932069,6.689806092,7.176188579,6.916713524,6.914439923,6.820058401,6.684955955,6.590258873,6.804027608,6.625674273,7.767020893,7.545895132,7.918593922,7.749966931,6.884472845,6.905980379,5.924094679,6.040345715,4.596046851,4.783101837,3.237899169,3.549114052,2.430127379,2.867891749,3.127394487,4.99423058
9,49.59419104,50.40580896,81.178,1.107109995,0.838999351,5.68422301,5.339739687,5.488462146,5.117481917,5.556945315,5.156551127,6.468751755,6.045677757,7.102992277,6.736850353,7.09115568,6.865203751,7.00421496,6.908494077,6.652733149,6.590364704,6.705100951,6.552577005,7.410766653,7.203202158,7.983801914,7.796496575,7.038953544,7.011380263,5.994625202,6.111383276,4.838249073,5.003090239,3.348545912,3.661989453,2.438487541,2.870370037,3.19199092,5.02914762
10,49.58769458,50.41230542,81.218,1.05460142,0.792587518,5.622058721,5.276965652,5.552825389,5.194831921,5.439826458,5.045476123,6.311672246,5.876274353,7.159814495,6.784322897,6.989858086,6.805197001,7.077468446,6.989960351,6.647745679,6.608186175,6.634915686,6.513298829,7.075868231,6.882697604,7.961324329,7.768253508,7.19935055,7.116734518,6.060879531,6.179279796,5.072596894,5.205410804,3.483391097,3.79852513,2.471614136,2.89807981,3.238790027,5.056505526
11,49.58587344,50.41412656,81.259,0.796807975,0.527807559,5.576356385,5.2319363,5.610586976,5.262730468,5.346180152,4.964071635,6.142652951,5.696794444,7.188698386,6.786042473,6.92409004,6.77299363,7.1046753,7.038463254,6.67366094,6.649778417,6.57361693,6.484740837,6.807358967,6.630992488,7.836974838,7.645592327,7.340673253,7.209590294,6.153753402,6.261633154,5.267973187,5.371190027,3.650386042,3.958545423,2.531563516,2.953355067,3.270798737,5.081549762
12,49.58943397,50.41056603,81.3,1.182792155,0.913336126,5.458911507,5.116563046,5.624402266,5.285350235,5.339551754,4.979622806,5.988783453,5.566307816,7.134659251,6.715982092,6.999741438,6.810710541,7.106259002,7.031147471,6.735099222,6.712563493,6.534163577,6.4666152,6.621814152,6.466009994,7.629856732,7.450353847,7.426282813,7.285236064,6.263646212,6.361189317,5.370357489,5.491758369,3.833939462,4.128642478,2.588923293,3.010471654,3.343608378,5.121475579
13,49.59743784,50.40256216,81.35,1.261162007,0.931952478,5.424445345,5.084213685,5.595521747,5.263322209,5.361821074,5.018662989,5.828338688,5.432854153,7.004241259,6.584398816,7.131460361,6.895575571,7.062666427,6.980878977,6.824267149,6.796552755,6.501216148,6.452789699,6.501946188,6.367967013,7.339917015,7.170493113,7.491403091,7.350800736,6.40101402,6.468367171,5.421503228,5.574904065,4.050306683,4.323569596,2.661479393,3.087466913,3.398452183,5.147182538
14,49.60847005,50.39152995,81.411,1.487505987,1.084928031,5.44165624,5.103686419,5.531466436,5.204727841,5.399078225,5.06745453,5.671134939,5.303355231,6.823807869,6.414677057,7.281079762,6.996608633,7.005635728,6.915586013,6.92339399,6.886098425,6.482814027,6.450073938,6.433271073,6.321600335,7.013334677,6.852831887,7.518382464,7.384994795,6.551011708,6.577857054,5.45035018,5.638295475,4.275232857,4.526181461,2.754500147,3.185553362,3.443849679,5.170417542
15,49.62048367,50.37951633,81.482,1.502188206,1.032338383,5.461652838,5.12524738,5.45564644,5.133147632,5.423626682,5.099811646,5.534903961,5.19218464,6.632415653,6.240302427,7.388699288,7.064204802,6.984336714,6.878562144,7.005932813,6.957861785,6.492366918,6.470290489,6.388582823,6.298145643,6.717275554,6.566366892,7.482280587,7.356588407,6.691617729,6.681512137,5.499598191,5.708979971,4.474712741,4.712370341,2.877344825,3.308985277,3.489006244,5.205438387
16,49.63197519,50.36802481,81.562,1.187724304,0.656644459,5.450113703,5.114192919,5.40121389,5.081667897,5.414373064,5.096118202,5.430660546,5.108043518,6.450040139,6.07699777,7.417936131,7.067898392,7.025109413,6.893269056,7.0567982,6.998450656,6.535449321,6.518034554,6.350948619,6.279265222,6.491412798,6.351911278,7.371134312,7.249766031,6.807745474,6.771843357,5.591432027,5.801069007,4.630673486,4.868111638,3.033742259,3.4589044,3.541216617,5.264456105
17,49.34619799,50.65380201,79.928,1.135884591,0.073389815,7.118419044,6.630659274,6.94138779,6.462137756,7.59428985,7.035330024,7.622493835,7.009240757,7.242865282,6.738986888,6.695235613,6.471328294,6.795708188,6.559786464,7.256337329,6.891116283,7.809743676,7.484168625,7.613527584,7.472578897,6.78355786,6.806359624,5.719742228,5.933979992,4.191052707,4.540326296,3.368284425,3.624353681,2.653112532,3.131394076,2.160229068,2.848612219,2.434012989,4.35964085
18,49.35610354,50.64389646,80.099,1.17796816,0.10867028,7.236971072,6.741331053,6.876858815,6.407140159,7.467389461,6.924648667,7.589232333,7.000120454,7.260724114,6.763107385,6.718047941,6.472035458,6.681772634,6.486616011,7.069573639,6.74007771,7.652828946,7.322578999,7.61845889,7.461197373,6.870787868,6.88653246,5.87315602,6.072988391,4.361779924,4.723985825,3.405819328,3.682633129,2.658881827,3.097652345,2.139260558,2.797632612,2.51845663,4.419721969
19,49.36321529,50.63678471,80.269,1.163067761,0.09315709,7.250670638,6.755741901,6.862512365,6.397429862,7.330366044,6.801826331,7.567985855,6.995266756,7.267878673,6.781918099,6.763287339,6.492029438,6.594877724,6.428202086,6.906524095,6.623684971,7.472389107,7.140847015,7.604669598,7.42538744,6.964604161,6.973479646,5.996025985,6.182287073,4.578704584,4.938125073,3.4471956,3.764732422,2.690315001,3.088854392,2.111798866,2.741027285,2.590194362,4.469160212
20,49.3692899,50.6307101,80.438,1.156185671,0.085657262,7.186521046,6.698296483,6.886884582,6.421688423,7.193834722,6.680703417,7.550071751,6.985386321,7.269991595,6.793270274,6.811500591,6.523622516,6.539334129,6.384155508,6.764589079,6.536090535,7.280663101,6.953127485,7.564748492,7.360984907,7.057265603,7.056369686,6.098335746,6.272575263,4.8168099,5.16260723,3.506722809,3.873420698,2.739916775,3.104722223,2.086460039,2.684643435,2.646350042,4.508335598
21,49.37665186,50.62334814,80.606,1.085290294,0.014133215,7.090433485,6.610690116,6.919975626,6.452784122,7.079992108,6.582489991,7.519506505,6.956637569,7.272073905,6.798144717,6.846995744,6.55592275,6.51423636,6.356389199,6.640463166,6.464964966,7.09321772,6.778456609,7.492306824,7.26615986,7.133945173,7.117622953,6.197409465,6.360593937,5.041444835,5.370967421,3.603930644,4.012063602,2.796758386,3.143632873,2.075406815,2.640290831,2.68190324,4.532188484
22,49.38681095,50.61318905,80.772,1.035344801,-0.030001843,6.999510061,6.526967081,6.920136313,6.45334586,7.006083641,6.521025925,7.46826947,6.905071867,7.277325061,6.799570966,6.868021428,6.581674686,6.511406033,6.34592425,6.535231983,6.402071747,6.92029292,6.629636151,7.388053711,7.144555027,7.18366662,7.145682261,6.303888103,6.455333705,5.233325717,5.549079911,3.746795691,4.179612939,2.85637901,3.204893277,2.085801074,2.617152411,2.695813163,4.538401938
23,49.40039662,50.59960338,80.944,0.939505411,-0.171767178,6.930155038,6.467644923,6.877536779,6.419141905,6.917439652,6.454772309,7.401377294,6.861375002,7.337296217,6.846224706,6.934568262,6.62389479,6.526763117,6.352111712,6.452853149,6.34017846,6.760584722,6.505247922,7.249599553,6.998553485,7.182335733,7.125118008,6.388397861,6.532015601,5.370178172,5.681089875,3.901762221,4.349248518,2.902453193,3.270887596,2.104743324,2.598945426,2.761955713,4.573549761
24,49.41659507,50.58340493,81.119,0.949565508,-0.188989155,6.81262257,6.362247897,6.846398631,6.394570011,6.846914773,6.399159757,7.291573521,6.781375286,7.400021374,6.900649521,7.007650213,6.669776019,6.566657299,6.381224431,6.395181462,6.289322485,6.621739529,6.41128535,7.09343356,6.83745631,7.16366176,7.082386107,6.478939546,6.612851454,5.479505917,5.786160747,4.094914231,4.545042561,2.949434272,3.355914852,2.143960561,2.604508326,2.807390782,4.586068889
25,49.43370371,50.56629629,81.299,0.914510414,-0.26505129,6.673859583,6.236285489,6.82431112,6.378205055,6.787467855,6.348837343,7.153185819,6.675116712,7.450892776,6.949424119,7.083841125,6.718593877,6.625046381,6.426693094,6.360769832,6.251508122,6.502625289,6.340265041,6.928010724,6.672118438,7.124496203,7.016901229,6.565870571,6.686837921,5.570682362,5.872621758,4.305300405,4.750702151,3.008938037,3.461234201,2.196638859,2.631449763,2.838063058,4.583205686
26,49.44932653,50.55067347,81.483,0.959430782,-0.25541516,6.538404823,6.113215949,6.801714317,6.36122832,6.732337042,6.299849562,7.012922001,6.563393473,7.468736519,6.972291367,7.160459921,6.771192688,6.694658848,6.479780775,6.348645673,6.231512649,6.401537548,6.280434516,6.766668405,6.519008777,7.061669998,6.929174273,6.635478813,6.738563419,5.660146379,5.955287751,4.503635098,4.943362614,3.098244283,3.590331464,2.253980234,2.677729344,2.860760097,4.57364306
27,49.46177883,50.53822117,81.671,0.966674782,-0.284256234,6.422082281,6.007934786,6.764783894,6.330328743,6.6817644,6.254295632,6.888688735,6.460582157,7.440238922,6.95553921,7.234387599,6.82661468,6.770491713,6.534937976,6.357959894,6.232015402,6.318172133,6.225182905,6.618613584,6.388692326,6.974721231,6.82123378,6.679729269,6.759288069,5.75698374,6.042013406,4.67318687,5.109232664,3.225187193,3.743771721,2.312445311,2.742593862,2.880563231,4.565742683
28,49.4706872,50.5293128,81.862,0.958268061,-0.322855438,6.269949259,5.866952801,6.712602469,6.283392161,6.674819197,6.252287703,6.813085434,6.401923992,7.375933342,6.908222445,7.300734762,6.877950004,6.845916836,6.586157005,6.384887327,6.249279452,6.25284957,6.177395731,6.482021694,6.28191193,6.860353166,6.694632945,6.692254935,6.750586414,5.845688617,6.123219029,4.80220022,5.238113149,3.367217501,3.90204593,2.355404673,2.802835287,2.964080998,4.603094022
29,49.47661773,50.52338227,82.058,0.87178526,-0.45384168,6.190469177,5.795026741,6.62288022,6.20068707,6.670024311,6.250953803,6.751103169,6.35095696,7.268988718,6.825574528,7.364122455,6.93184337,6.920690586,6.634162754,6.428542265,6.282104443,6.204453178,6.134142098,6.358584953,6.198330208,6.723263864,6.547903798,6.683747185,6.715928999,5.935264878,6.20346891,4.903722804,5.339715228,3.540256538,4.083037769,2.396949389,2.878174134,3.03693631,4.627989188
30,49.47998535,50.52001465,82.256,0.76743743,-0.583254557,6.162448314,5.771754977,6.501649769,6.088194863,6.661853361,6.244903754,6.699963385,6.305655681,7.139412491,6.723415949,7.413869539,6.978184689,6.995027525,6.681341887,6.486387224,6.327042184,6.174732124,6.10017496,6.250693903,6.133775147,6.574907146,6.394575389,6.654653977,6.65767761,6.01922432,6.274946886,4.98876091,5.423872254,3.727121404,4.273033774,2.449078153,2.971459206,3.100216455,4.64999079
31,49.48151279,50.51848721,82.459,0.701867775,-0.695262033,6.153330304,5.765721657,6.369442813,5.965293215,6.636407673,6.220968464,6.655677901,6.264132922,7.015787419,6.624465562,7.433873443,7.001259479,7.070152715,6.732101803,6.554700356,6.378705579,6.165810475,6.082829683,6.159867946,6.079803912,6.43089296,6.253227514,6.604769663,6.579048919,6.088045396,6.326275523,5.074230668,5.506099672,3.903983594,4.452723494,2.528321914,3.088092924,3.154704757,4.67924968
32,49.48178436,50.51821564,82.664,0.599210762,-0.824661438,6.139146214,5.753775173,6.255963269,5.859918922,6.580240037,6.166835164,6.614924317,6.224612311,6.913124989,6.54002711,7.414830214,6.991454696,7.145001927,6.787581434,6.629913387,6.432924725,6.177927913,6.085529256,6.086660659,6.030918659,6.300620317,6.134719937,6.534175054,6.482731374,6.135985382,6.350598584,5.168496192,5.593793479,4.0574398,4.610393089,2.641853136,3.22979118,3.203697195,4.724394908
33,48.90028743,51.09971257,76.308,1.824208785,0.111678012,11.16749057,10.2963258,10.98717289,10.20900544,10.89242368,10.17407914,9.823350174,9.659411459,9.018906956,9.057628336,8.201444042,8.495573209,7.749715178,8.034440479,6.75012699,7.094480187,5.893741955,6.068039508,4.887544568,5.071930193,4.00949155,4.144318439,3.031291622,3.114045264,2.437709994,2.500831113,1.8054416,1.93884429,1.363466416,1.57633557,0.957301666,1.182901042,1.023380145,1.381810545
34,48.891987,51.108013,76.616,1.859028134,0.147672581,11.05011634,10.15688427,10.80006451,10.0417108,10.79497022,10.05423539,9.834728057,9.596750395,8.976109266,9.005149508,8.169386052,8.447425954,7.725454582,8.021764518,6.816779026,7.174969418,5.95067568,6.161680036,4.971024257,5.165372071,4.092182335,4.252062937,3.11144702,3.216589477,2.467119253,2.540789143,1.840922896,1.966833648,1.370017744,1.574425591,0.967310274,1.193383349,1.06169249,1.429973497
35,48.89734455,51.10265545,76.92,1.882062923,0.177503138,10.8649579,9.971073881,10.6494262,9.896740266,10.65287309,9.915831834,9.894021853,9.555628378,8.925631638,8.95148985,8.16021445,8.409114366,7.670220515,7.986740977,6.904685309,7.258597775,5.996758014,6.256314638,5.067885252,5.264114129,4.164860407,4.349455751,3.216898626,3.34409674,2.490395685,2.578612862,1.890262422,2.010531605,1.377771919,1.573345267,0.978472364,1.204337211,1.094664353,1.473974469
36,48.91045613,51.08954387,77.222,1.887215566,0.178242448,10.64465472,9.762266785,10.53155746,9.772046876,10.47533079,9.75890372,9.973311011,9.528519615,8.880423164,8.896613066,8.158225455,8.374435355,7.599442106,7.938022875,6.994690339,7.335200482,6.038809227,6.350578328,5.169459074,5.365979136,4.233112925,4.440523263,3.335434492,3.484674393,2.516731702,2.622267163,1.946256526,2.063779297,1.39001191,1.576984424,0.9905839,1.215767541,1.121965201,1.51343768
37,48.92320278,51.07679722,77.52,1.86191342,0.159842847,10.43328871,9.564268382,10.42548259,9.654018297,10.2926895,9.597715479,10.02570931,9.494179712,8.859816722,8.845135759,8.145675823,8.335456164,7.534933748,7.887684948,7.059205737,7.390358479,6.088278943,6.443103872,5.263134841,5.467753563,4.306153649,4.531948576,3.449605137,3.621067448,2.55940398,2.683540753,1.998937314,2.117805542,1.411010191,1.59057288,1.002943698,1.226977354,1.143730109,1.54841279
38,48.93008606,51.06991394,77.815,1.817966315,0.117173388,10.25830287,9.398236335,10.30186338,9.523802741,10.13366333,9.449204996,10.02099317,9.434260047,8.875286015,8.804124833,8.11777762,8.288874198,7.487362829,7.842023992,7.084016948,7.416763987,6.151335018,6.532647017,5.342325331,5.567594256,4.389077635,4.627529836,3.549879389,3.74343346,2.625111364,2.768266944,2.043715141,2.168330551,1.442693577,1.616709524,1.015638222,1.23790449,1.160958169,1.580292795
39,48.9296815,51.0703185,78.111,1.774457245,0.051575849,10.08710493,9.227735741,10.17799969,9.392404068,9.997319528,9.321253594,9.947447973,9.341129692,8.938762564,8.800881982,8.104652328,8.255514619,7.463497597,7.808290567,7.080473032,7.423617665,6.22842762,6.62300898,5.406942491,5.665872638,4.474767311,4.721910304,3.630268345,3.847549855,2.700527389,2.864529228,2.071216976,2.20549543,1.474192707,1.642430148,1.022589454,1.237473269,1.193810062,1.620902222
40,48.92409884,51.07590116,78.405,1.730975308,0.003052324,9.961162049,9.107735189,10.03851238,9.244455718,9.88837989,9.209600281,9.811062679,9.209673738,9.030565126,8.809041552,8.081807085,8.218342221,7.450723938,7.77524343,7.042651297,7.403780428,6.318773904,6.710865414,5.456835416,5.761082286,4.568925833,4.817940356,3.699240112,3.940150285,2.795816892,2.981462143,2.092084046,2.239806613,1.515226302,1.680311563,1.028653015,1.236523276,1.219580041,1.653985507
41,48.9158093,51.0841907,78.699,1.689832343,-0.05522079,9.863930773,9.019170276,9.883321652,9.081889902,9.801531059,9.110745675,9.640189862,9.057254756,9.124025342,8.815619783,8.063534711,8.184051331,7.443062712,7.742317159,6.986792972,7.367633615,6.408159921,6.789640099,5.501301276,5.854400716,4.665896927,4.915736399,3.76383998,4.026432982,2.901586721,3.109510985,2.1156772,2.279462723,1.560765331,1.72587866,1.03742665,1.239366641,1.238956911,1.680888299
42,48.90845166,51.09154834,78.993,1.650565264,-0.112142909,9.7631561,8.928659391,9.72370743,8.916919519,9.719383892,9.01216063,9.479020684,8.911536644,9.181180757,8.801490188,8.069778465,8.161715162,7.434109712,7.709891918,6.935975322,7.329895091,6.476446981,6.850476075,5.554940577,5.948298087,4.757676844,5.015632861,3.83500334,4.114879465,3.004916397,3.23531931,2.154998942,2.33638731,1.604059634,1.773049109,1.053368355,1.251402983,1.252276568,1.702286257
43,48.90450217,51.09549783,79.285,1.610136046,-0.158599751,9.640045165,8.815970621,9.575582484,8.766147352,9.624790317,8.90105499,9.353919866,8.78898556,9.181396281,8.755529673,8.108670561,8.154651928,7.422361828,7.679297598,6.901638081,7.298101891,6.512823209,6.888589697,5.624808507,6.043217855,4.839802201,5.1174128,3.918223814,4.210072645,3.098826561,3.351270909,2.216245277,2.416300056,1.642316662,1.819068073,1.0784444,1.275118816,1.260104784,1.719209535
44,48.90432703,51.09567297,79.577,1.570874888,-0.216377556,9.546066036,8.737734064,9.449082447,8.643408663,9.509297624,8.775467715,9.261962612,8.687465903,9.142289943,8.684523887,8.188972232,8.169150665,7.421603841,7.659639259,6.875275334,7.2681195,6.513483572,6.90111019,5.69734485,6.131335132,4.89903575,5.210654032,3.994727114,4.297334318,3.167445294,3.44390541,2.279407804,2.499686598,1.662692582,1.848266575,1.102694257,1.295404076,1.288618708,1.746794012
45,48.90672445,51.09327555,79.867,1.527731482,-0.26617894,9.402300253,8.607929409,9.34552306,8.546009014,9.384763035,8.642789042,9.200243712,8.608138027,9.051446105,8.583056785,8.302614116,8.200325498,7.423057587,7.645663001,6.866425442,7.245908154,6.488629658,6.895049965,5.787586668,6.223118935,4.950124706,5.306569718,4.083230305,4.390942814,3.229981242,3.530753454,2.361510425,2.6041937,1.679166482,1.877201579,1.13404119,1.325966381,1.309356014,1.766384525
46,48.91071917,51.08928083,80.156,1.487613001,-0.319440697,9.226052234,8.444467387,9.26089299,8.470012617,9.255387554,8.507284237,9.154742422,8.539860648,8.931247332,8.464428621,8.422257002,8.232339144,7.434431484,7.638830194,6.870359254,7.230042927,6.449342482,6.876451907,5.880740176,6.310188203,4.999804037,5.404284163,4.17730685,4.489420911,3.291740183,3.615289806,2.453940217,2.720665436,1.699379589,1.912678312,1.168492272,1.363031649,1.323883923,1.780723839
47,48.91486125,51.08513875,80.444,1.450022972,-0.370590772,9.047432725,8.278155867,9.1812059,8.400895438,9.132319135,8.380112016,9.102086805,8.464617456,8.816522204,8.349611251,8.507593489,8.241976295,7.467819899,7.641613895,6.878664434,7.217392721,6.41263689,6.854622657,5.954724289,6.380360159,5.05832271,5.502791868,4.267336874,4.590424963,3.360275618,3.702775677,2.544646891,2.836000342,1.733218256,1.964021864,1.200453956,1.401298248,1.334739924,1.793329284
